client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
318,,,0,0,0,2022-05-19
319,,,0,0,0,2022-05-20
320,,,0,0,0,2022-05-07
321,,,0,0,0,2022-05-22
322,,,0,0,0,2022-05-31
323,,,0,0,0,2022-05-10
324,,,0,0,0,2022-05-15
325,,,0,0,0,2022-05-10
326,,,0,0,0,2022-05-23
327,,,0,0,0,2022-05-01
328,,,0,0,0,2022-05-16
329,,,0,0,0,2022-05-27
330,,,0,0,0,2022-05-21
331,,,0,0,0,2022-05-31
332,,,0,0,0,2022-05-09
333,,,0,0,0,2022-05-30
334,,,0,0,0,2022-05-07
335,,,0,0,0,2022-05-01
336,,,0,0,0,2022-05-28
337,,,0,0,0,2022-05-27
338,,,0,0,0,2022-05-29
339,,,0,0,0,2022-05-19
340,,,0,0,0,2022-05-10
341,,,0,0,0,2022-05-05
342,,,0,0,0,2022-05-11
343,,,0,0,0,2022-05-22
344,,,0,0,0,2022-05-26
345,,,0,0,0,2022-05-02
346,,,0,0,0,2022-05-24
347,,,0,0,0,2022-05-26
348,,,0,0,0,2022-05-25
349,,,0,0,0,2022-05-23
350,,,0,0,0,2022-05-03
351,,,0,0,0,2022-05-06
352,,,0,0,0,2022-05-01
353,,,0,0,0,2022-05-22
354,,,0,0,0,2022-05-01
355,,,0,0,0,2022-05-20
356,,,0,0,0,2022-05-07
357,,,0,0,0,2022-05-02
358,,,0,0,0,2022-05-21
359,,,0,0,0,2022-05-28
360,,,0,0,0,2022-05-27
361,,,0,0,0,2022-05-16
362,,,0,0,0,2022-05-30
363,,,0,0,0,2022-05-08
364,,,0,0,0,2022-05-22
365,,,0,0,0,2022-05-24
366,,,0,0,0,2022-05-05
367,,,0,0,0,2022-05-24
368,,,0,0,0,2022-05-08
369,,,0,0,0,2022-05-26
370,,,0,0,0,2022-05-12
371,,,0,0,0,2022-05-02
372,,,0,0,0,2022-05-04
373,,,0,0,0,2022-05-01
374,,,0,0,0,2022-05-16
375,,,0,0,0,2022-05-16
376,,,0,0,0,2022-05-21
377,,,0,0,0,2022-05-11
378,,,0,0,0,2022-05-01
379,,,0,0,0,2022-05-28
380,,,0,0,0,2022-05-26
381,,,0,0,0,2022-05-18
382,,,0,0,0,2022-05-13
383,,,0,0,0,2022-05-21
384,,,0,0,0,2022-05-24
385,,,0,0,0,2022-05-08
386,,,0,0,0,2022-05-07
387,,,0,0,0,2022-05-13
388,,,0,0,0,2022-05-31
389,,,0,0,1,2022-05-02
390,,,0,0,1,2022-05-10
391,,,0,0,0,2022-05-03
392,,,0,0,0,2022-05-29
393,,,0,0,0,2022-05-10
394,,,0,0,0,2022-05-24
395,,,0,0,0,2022-05-23
396,,,0,0,0,2022-05-06
397,,,0,0,0,2022-05-03
398,,,0,0,0,2022-05-04
399,,,0,0,0,2022-05-17
400,,,0,0,0,2022-05-05
401,,,0,0,0,2022-05-22
402,,,0,0,0,2022-05-21
403,,,0,0,0,2022-05-23
404,,,0,0,0,2022-05-19
405,,,0,0,0,2022-05-16
406,,,0,0,0,2022-05-04
407,,,0,0,0,2022-05-26
408,,,0,0,0,2022-05-03
409,,,0,0,0,2022-05-23
410,,,0,0,0,2022-05-30
411,,,0,0,0,2022-05-03
412,,,0,0,0,2022-05-12
413,,,0,0,0,2022-05-01
414,,,0,0,0,2022-05-01
415,,,0,0,0,2022-05-23
416,,,0,0,0,2022-05-24
417,,,0,0,0,2022-05-18
418,,,0,0,0,2022-05-22
419,,,0,0,0,2022-05-03
420,,,0,0,0,2022-05-23
421,,,0,0,0,2022-05-05
422,,,0,0,0,2022-05-30
423,,,0,0,0,2022-05-08
424,,,0,0,0,2022-05-11
425,,,0,0,0,2022-05-20
426,,,0,0,0,2022-05-16
427,,,0,0,0,2022-05-09
428,,,0,0,0,2022-05-01
429,,,0,0,0,2022-05-03
430,,,0,0,0,2022-05-12
431,,,0,0,0,2022-05-29
432,,,0,0,0,2022-05-13
433,,,0,0,0,2022-05-22
434,,,0,0,0,2022-05-25
435,,,0,0,0,2022-05-26
436,,,0,0,0,2022-05-05
437,,,0,0,0,2022-05-13
438,,,0,0,0,2022-05-22
439,,,0,0,0,2022-05-18
440,,,0,0,0,2022-05-18
441,,,0,0,0,2022-05-11
442,,,0,0,0,2022-05-22
443,,,0,0,0,2022-05-27
444,,,0,0,0,2022-05-20
445,,,0,0,0,2022-05-13
446,,,0,0,0,2022-05-07
447,,,0,0,1,2022-05-29
448,,,0,0,0,2022-05-16
449,,,0,0,0,2022-05-15
450,,,0,0,0,2022-05-09
451,,,0,0,0,2022-05-17
452,,,0,0,0,2022-05-13
453,,,0,0,0,2022-05-07
454,,,0,0,0,2022-05-23
455,,,0,0,0,2022-05-19
456,,,0,0,0,2022-05-30
457,,,0,0,0,2022-05-03
458,,,0,0,0,2022-05-08
459,,,0,0,0,2022-05-01
460,,,0,0,0,2022-05-09
461,,,0,0,0,2022-05-25
462,,,0,0,0,2022-05-21
463,,,0,0,0,2022-05-22
464,,,0,0,0,2022-05-18
465,,,0,0,0,2022-05-26
466,,,0,0,0,2022-05-05
467,,,0,0,0,2022-05-12
468,,,0,0,0,2022-05-20
469,,,0,0,0,2022-05-13
470,,,0,0,1,2022-05-18
471,,,0,0,0,2022-05-10
472,,,0,0,0,2022-05-04
473,,,0,0,0,2022-05-11
474,,,0,0,0,2022-05-16
475,,,0,0,0,2022-05-30
476,,,0,0,0,2022-05-22
477,,,0,0,0,2022-05-06
478,,,0,0,0,2022-05-27
479,,,0,0,0,2022-05-03
480,,,0,0,0,2022-05-23
481,,,0,0,0,2022-05-05
482,,,0,0,0,2022-05-16
483,,,0,0,0,2022-05-04
484,,,0,0,0,2022-05-24
485,,,0,0,0,2022-05-31
486,,,0,0,0,2022-05-30
487,,,0,0,0,2022-05-02
488,,,0,0,0,2022-05-06
489,,,0,0,0,2022-05-02
490,,,0,0,0,2022-05-06
491,,,0,0,0,2022-05-18
492,,,0,0,0,2022-05-17
493,,,0,0,0,2022-05-10
494,,,0,0,0,2022-05-28
495,,,0,0,0,2022-05-29
496,,,0,0,0,2022-05-16
497,,,0,0,0,2022-05-01
498,,,0,0,0,2022-05-16
499,,,0,0,0,2022-05-10
500,,,0,0,0,2022-05-02
501,,,0,0,0,2022-05-19
502,,,0,0,0,2022-05-04
503,,,0,0,0,2022-05-25
504,,,0,0,0,2022-05-08
505,,,0,0,1,2022-05-31
506,,,0,0,0,2022-05-10
507,,,0,0,0,2022-05-10
508,,,0,0,0,2022-05-11
509,,,0,0,0,2022-05-12
510,,,0,0,0,2022-05-25
511,,,0,0,0,2022-05-09
512,,,0,0,0,2022-05-17
513,,,0,0,0,2022-05-19
514,,,0,0,0,2022-05-11
515,,,0,0,0,2022-05-21
516,,,0,0,0,2022-05-04
517,,,0,0,0,2022-05-28
518,,,0,0,0,2022-05-08
519,,,0,0,0,2022-05-11
520,,,0,0,0,2022-05-08
521,,,0,0,0,2022-05-01
522,,,0,0,0,2022-05-23
523,,,0,0,0,2022-05-04
524,,,0,0,0,2022-05-19
525,,,0,0,0,2022-05-02
526,,,0,0,0,2022-05-04
527,,,0,0,0,2022-05-07
528,,,0,0,0,2022-05-06
529,,,0,0,0,2022-05-16
530,,,0,0,0,2022-05-22
531,,,0,0,0,2022-05-07
532,,,0,0,0,2022-05-25
533,,,0,0,0,2022-05-16
534,,,0,0,0,2022-05-03
535,,,0,0,0,2022-05-29
536,,,0,0,0,2022-05-20
537,,,0,0,0,2022-05-30
538,,,0,0,0,2022-05-23
539,,,0,0,0,2022-05-29
540,,,0,0,0,2022-05-09
541,,,0,0,0,2022-05-23
542,,,0,0,0,2022-05-26
543,,,0,0,0,2022-05-18
544,,,0,0,0,2022-05-29
545,,,0,0,0,2022-05-25
546,,,0,0,0,2022-05-01
547,,,0,0,0,2022-05-28
548,,,0,0,0,2022-05-03
549,,,0,0,0,2022-05-25
550,,,0,0,0,2022-05-03
551,,,0,0,0,2022-05-04
552,,,0,0,0,2022-05-22
553,,,0,0,0,2022-05-11
554,,,0,0,0,2022-05-14
555,,,0,0,0,2022-05-25
556,,,0,0,0,2022-05-13
557,,,0,0,1,2022-05-02
558,,,0,0,0,2022-05-12
559,,,0,0,0,2022-05-19
560,,,0,0,0,2022-05-21
561,,,0,0,0,2022-05-18
562,,,0,0,0,2022-05-22
563,,,0,0,0,2022-05-27
564,,,0,0,0,2022-05-06
565,,,0,0,0,2022-05-12
566,,,0,0,0,2022-05-16
567,,,0,0,0,2022-05-23
568,,,0,0,0,2022-05-14
569,,,0,0,0,2022-05-29
570,,,0,0,0,2022-05-21
571,,,0,0,0,2022-05-22
572,,,0,0,0,2022-05-17
573,,,0,0,0,2022-05-25
574,,,0,0,0,2022-05-27
575,,,0,0,0,2022-05-24
576,,,0,0,0,2022-05-30
577,,,0,0,0,2022-05-31
578,,,0,0,0,2022-05-12
579,,,0,0,0,2022-05-08
580,,,0,0,0,2022-05-02
581,,,0,0,0,2022-05-13
582,,,0,0,0,2022-05-02
583,,,0,0,0,2022-05-13
584,,,0,0,0,2022-05-28
585,,,0,0,0,2022-05-18
586,,,0,0,0,2022-05-07
587,,,0,0,0,2022-05-06
588,,,0,0,0,2022-05-10
589,,,0,0,0,2022-05-06
590,,,0,0,0,2022-05-09
591,,,0,0,0,2022-05-15
592,,,0,0,0,2022-05-06
593,,,0,0,0,2022-05-20
594,,,0,0,0,2022-05-26
595,,,0,0,0,2022-05-23
596,,,0,0,0,2022-05-14
597,,,0,0,0,2022-05-30
598,,,0,0,0,2022-05-11
599,,,0,0,0,2022-05-07
600,,,0,0,0,2022-05-27
601,,,0,0,0,2022-05-31
602,,,0,0,0,2022-05-10
603,,,0,0,0,2022-05-25
604,,,0,0,0,2022-05-14
605,,,0,0,0,2022-05-07
606,,,0,0,0,2022-05-22
607,,,0,0,0,2022-05-23
608,,,0,0,0,2022-05-06
609,,,0,0,0,2022-05-22
610,,,0,0,0,2022-05-18
611,,,0,0,0,2022-05-27
612,,,0,0,0,2022-05-01
613,,,0,0,0,2022-05-22
614,,,0,0,0,2022-05-31
615,,,0,0,0,2022-05-20
616,,,0,0,0,2022-05-13
617,,,0,0,0,2022-05-31
618,,,0,0,0,2022-05-01
619,,,0,0,0,2022-05-06
620,,,0,0,0,2022-05-11
621,,,0,0,0,2022-05-01
622,,,0,0,0,2022-05-11
623,,,0,0,0,2022-05-04
624,,,0,0,0,2022-05-07
625,,,0,0,0,2022-05-27
626,,,0,0,0,2022-05-06
627,,,0,0,0,2022-05-01
628,,,0,0,0,2022-05-18
629,,,0,0,0,2022-05-22
630,,,0,0,0,2022-05-16
631,,,0,0,0,2022-05-29
632,,,0,0,0,2022-05-03
633,,,0,0,0,2022-05-29
634,,,0,0,0,2022-05-30
635,,,0,0,0,2022-05-21
636,,,0,0,0,2022-05-23
637,,,0,0,0,2022-05-15
638,,,0,0,0,2022-05-13
639,,,0,0,0,2022-05-05
640,,,0,0,0,2022-05-30
641,,,0,0,0,2022-05-17
642,,,0,0,0,2022-05-06
643,,,0,0,0,2022-05-07
644,,,0,0,0,2022-05-25
645,,,0,0,0,2022-05-08
646,,,0,0,0,2022-05-30
647,,,0,0,0,2022-05-27
648,,,0,0,0,2022-05-10
649,,,0,0,0,2022-05-29
650,,,0,0,0,2022-05-21
651,,,0,0,0,2022-05-10
652,,,0,0,0,2022-05-05
653,,,0,0,0,2022-05-25
654,,,0,0,0,2022-05-18
655,,,0,0,0,2022-05-13
656,,,0,0,0,2022-05-15
657,,,0,0,0,2022-05-17
658,,,0,0,0,2022-05-12
659,,,0,0,0,2022-05-30
660,,,0,0,0,2022-05-17
661,,,0,0,0,2022-05-05
662,,,0,0,0,2022-05-18
663,,,0,0,0,2022-05-06
664,,,0,0,0,2022-05-21
665,,,0,0,0,2022-05-06
666,,,0,0,0,2022-05-14
667,,,0,0,0,2022-05-06
668,,,0,0,0,2022-05-26
669,,,0,0,0,2022-05-04
670,,,0,0,0,2022-05-27
671,,,0,0,0,2022-05-21
672,,,0,0,0,2022-05-11
673,,,0,0,0,2022-05-18
674,,,0,0,0,2022-05-14
675,,,0,0,0,2022-05-10
676,,,0,0,0,2022-05-17
677,,,0,0,0,2022-05-12
678,,,0,0,0,2022-05-31
679,,,0,0,0,2022-05-31
680,,,0,0,0,2022-05-28
681,,,0,0,0,2022-05-03
682,,,0,0,1,2022-05-24
683,,,0,0,0,2022-05-13
684,,,0,0,0,2022-05-17
685,,,0,0,0,2022-05-15
686,,,0,0,0,2022-05-19
687,,,0,0,0,2022-05-19
688,,,0,0,0,2022-05-21
689,,,0,0,0,2022-05-27
690,,,0,0,0,2022-05-25
691,,,0,0,0,2022-05-30
692,,,0,0,0,2022-05-30
693,,,0,0,0,2022-05-09
694,,,0,0,0,2022-05-05
695,,,0,0,0,2022-05-19
696,,,0,0,0,2022-05-06
697,,,0,0,0,2022-05-04
698,,,0,0,0,2022-05-09
699,,,0,0,0,2022-05-31
700,,,0,0,0,2022-05-15
701,,,0,0,0,2022-05-26
702,,,0,0,0,2022-05-03
703,,,0,0,0,2022-05-15
704,,,0,0,0,2022-05-23
705,,,0,0,0,2022-05-20
706,,,0,0,0,2022-05-12
707,,,0,0,0,2022-05-12
708,,,0,0,0,2022-05-29
709,,,0,0,0,2022-05-23
710,,,0,0,0,2022-05-31
711,,,0,0,0,2022-05-22
712,,,0,0,0,2022-05-16
713,,,0,0,0,2022-05-29
714,,,0,0,0,2022-05-03
715,,,0,0,0,2022-05-22
716,,,0,0,0,2022-05-21
717,,,0,0,0,2022-05-06
718,,,0,0,0,2022-05-06
719,,,0,0,0,2022-05-02
720,,,0,0,0,2022-05-08
721,,,0,0,0,2022-05-27
722,,,0,0,0,2022-05-11
723,,,0,0,0,2022-05-14
724,,,0,0,0,2022-05-19
725,,,0,0,0,2022-05-22
726,,,0,0,0,2022-05-21
727,,,0,0,0,2022-05-19
728,,,0,0,0,2022-05-03
729,,,0,0,0,2022-05-12
730,,,0,0,0,2022-05-20
731,,,0,0,0,2022-05-26
732,,,0,0,0,2022-05-27
733,,,0,0,0,2022-05-07
734,,,0,0,0,2022-05-17
735,,,0,0,0,2022-05-01
736,,,0,0,0,2022-05-07
737,,,0,0,0,2022-05-29
738,,,0,0,0,2022-05-24
739,,,0,0,0,2022-05-16
740,,,0,0,0,2022-05-29
741,,,0,0,0,2022-05-22
742,,,0,0,0,2022-05-07
743,,,0,0,0,2022-05-06
744,,,0,0,0,2022-05-29
745,,,0,0,0,2022-05-22
746,,,0,0,0,2022-05-28
747,,,0,0,0,2022-05-24
748,,,0,0,0,2022-05-20
749,,,0,0,0,2022-05-08
750,,,0,0,0,2022-05-04
751,,,0,0,0,2022-05-22
752,,,0,0,0,2022-05-10
753,,,0,0,0,2022-05-22
754,,,0,0,0,2022-05-21
755,,,0,0,0,2022-05-11
756,,,0,0,0,2022-05-27
757,,,0,0,0,2022-05-06
758,,,0,0,0,2022-05-15
759,,,0,0,0,2022-05-13
760,,,0,0,0,2022-05-30
761,,,0,0,0,2022-05-16
762,,,0,0,0,2022-05-27
763,,,0,0,0,2022-05-17
764,,,0,0,0,2022-05-07
765,,,0,0,0,2022-05-17
766,,,0,0,0,2022-05-21
767,,,0,0,0,2022-05-30
768,,,0,0,0,2022-05-02
769,,,0,0,0,2022-05-19
770,,,0,0,0,2022-05-29
771,,,0,0,0,2022-05-30
772,,,0,0,0,2022-05-27
773,,,0,0,0,2022-05-16
774,,,0,0,0,2022-05-19
775,,,0,0,0,2022-05-26
776,,,0,0,0,2022-05-21
777,,,0,0,0,2022-05-17
778,,,0,0,0,2022-05-07
779,,,0,0,0,2022-05-14
780,,,0,0,0,2022-05-14
781,,,0,0,0,2022-05-21
782,,,0,0,0,2022-05-23
783,,,0,0,0,2022-05-23
784,,,0,0,0,2022-05-17
785,,,0,0,0,2022-05-13
786,,,0,0,0,2022-05-28
787,,,0,0,0,2022-05-19
788,,,0,0,0,2022-05-10
789,,,0,0,0,2022-05-09
790,,,0,0,0,2022-05-25
791,,,0,0,0,2022-05-17
792,,,0,0,0,2022-05-21
793,,,0,0,0,2022-05-24
794,,,0,0,0,2022-05-02
795,,,0,0,0,2022-05-13
796,,,0,0,0,2022-05-19
797,,,0,0,0,2022-05-12
798,,,0,0,0,2022-05-09
799,,,0,0,0,2022-05-20
800,,,0,0,0,2022-05-14
801,,,0,0,0,2022-05-18
802,,,0,0,0,2022-05-07
803,,,0,0,0,2022-05-04
804,,,0,0,0,2022-05-26
805,,,0,0,0,2022-05-06
806,,,0,0,0,2022-05-22
807,,,0,0,0,2022-05-29
808,,,0,0,0,2022-05-25
809,,,0,0,0,2022-05-28
810,,,0,0,0,2022-05-31
811,,,0,0,0,2022-05-03
812,,,0,0,0,2022-05-22
813,,,0,0,0,2022-05-30
814,,,0,0,0,2022-05-17
815,,,0,0,0,2022-05-25
816,,,0,0,0,2022-05-13
817,,,0,0,0,2022-05-18
